PMID	Pubdate	Journal	Disease ID	Disease Text	Food ID	Food Text	Sentence	Labels
25489532	2014	World journal of plastic surgery	MESH:D007239	aeruginosa infected	Food ID:49827	Licorice	The mean histological score, tensile strength, maximum stress, yield strength and stiffness in groups B-D were lower compared with Group A. CONCLUSIONS ``CONCLUSION'': ANN-FOOD extract in 10% concentration was shown not to be effective in healing of P. ANN-DISEASE burn wounds.	Positive
25502691	2014	PloS one	MESH:D042882	gall disease	Food ID:4232	sunflower	Rahnella aquatilis strain HX2 has the ability to promote maize growth and suppress ANN-FOOD crown ANN-DISEASE caused by Agrobacterium vitis, A. tumefaciens, and A. rhizogenes.	Neutral
25502691	2014	PloS one	MESH:D042882	gall disease	Food ID:4232	sunflower	Interestingly, both the pqqA and pqqB mutants of R. aquatilis eliminated the ability of strain HX2 to produce antibacterial substance, which in turn, reduced the effectiveness of the strain for biological control of ANN-FOOD crown ANN-DISEASE.	Neutral
25502980	2015	Archives of pharmacal research	MESH:D009369	cancer	Food ID:357850	Angelica keiskei	ANN-FOOD (Shin-sun cho) is an edible higher plant with the beneficial preventive effects on ANN-DISEASE, hypertension, and coronary heart disease.	Positive
25502980	2015	Archives of pharmacal research	MESH:D006973	hypertension	Food ID:357850	Angelica keiskei	ANN-FOOD (Shin-sun cho) is an edible higher plant with the beneficial preventive effects on cancer, ANN-DISEASE, and coronary heart disease.	Positive
25502980	2015	Archives of pharmacal research	MESH:D003327	coronary heart disease	Food ID:357850	Angelica keiskei	ANN-FOOD (Shin-sun cho) is an edible higher plant with the beneficial preventive effects on cancer, hypertension, and ANN-DISEASE.	Positive
25504814	2015	Phytotherapy research : PTR	MESH:D006255	allergic rhinitis	Food ID:128608	Cinnamomum zeylanicum	The objective of the present work was to evaluate anti-allergic effects of intranasal administration of type-A procynidines polyphenols (TAPP) based standardized hydroalcoholic extract of ANN-FOOD bark (TAPP-CZ) in ovalbumin (OVA)-induced experimental ANN-DISEASE (AR) in BALB/c mice.	Neutral
25514914	2014	Reviews on recent clinical trials	MESH:D065626	NAFLD	Food ID:49827	licorice	However, green tea (Camellia sinensis) and ANN-FOOD (Glycyrrhiza glabra) root extracts have also been studied in the clinical trials in the therapy of ANN-DISEASE patients.	Neutral
25514914	2014	Reviews on recent clinical trials	MESH:D065626	NAFLD	Food ID:49827	Glycyrrhiza glabra	However, green tea (Camellia sinensis) and licorice (ANN-FOOD) root extracts have also been studied in the clinical trials in the therapy of ANN-DISEASE patients.	Neutral
28421826	2017	Human & experimental toxicology	MESH:D003092	colitis	Food ID:94328	Zingiber officinale	The influence of 6-gingerol (6G), a phenolic compound isolated from ANN-FOOD, on ANN-DISEASE-mediated testicular dysfunction in mice was investigated in this study.	Neutral
28421826	2017	Human & experimental toxicology	MESH:D013733	testicular dysfunction	Food ID:94328	Zingiber officinale	The influence of 6-gingerol (6G), a phenolic compound isolated from ANN-FOOD, on colitis-mediated ANN-DISEASE in mice was investigated in this study.	Neutral
1079449	1975	Annals of surgery	MESH:D000789	unstable angina pectoris	Food ID:35899	Woodruff	An analysis has been made of 100 consecutive patients with ANN-DISEASE who underwent myocardial revascularization over the past 2 years at the ANN-FOOD Medical Center of Emory University.	Neutral
2879291	1986	Prostaglandins, leukotrienes, and medicine	MESH:D006973	hypertensive	Food ID:4006	linseed	In spontaneously ANN-DISEASE (SHR) and normotensive rats of the Wistar-Kyoto (WKY) and Wistar-Schonwalde (WSCHOE) strain, diets supplemented with n-3 fatty acids of different chain length (alpha-linolenic acid, LNA--C 18:3, n-3 with ANN-FOOD oil and eicosapentaenoic acid, EPA--C 20:5, n-3 with cod liver oil) were fed over a period of 22 weeks.	Neutral
2888133	1987	Prostaglandins, leukotrienes, and medicine	MESH:D006973	hypertensive	Food ID:4006	linseed	In spontaneously ANN-DISEASE (SHR) and normotensive rats (WKY), diets supplemented with n-3 fatty acids of different chain length (alpha-linolenic acid, LNA-C 18:3, n-3 with ANN-FOOD oil and eicosapentaenoic acid, EPA-C 20:5, n-3 with cod liver oil) were fed over a period of 22 weeks.	Neutral
8281784	1993	Contact dermatitis	MESH:D011537	Pruritus	Food ID:128608	cinnamon	ANN-DISEASE and skin irritation, particularly from ANN-FOOD powder, were common.	Negative
8281784	1993	Contact dermatitis	MESH:D001523	skin irritation	Food ID:128608	cinnamon	Pruritus and ANN-DISEASE, particularly from ANN-FOOD powder, were common.	Negative
8287376	1993	Cancer letters	MESH:D015674	mammary tumor	Food ID:4682	garlic	Six organosulfur compounds found in ANN-FOOD were examined for their ability to alter the growth of canine ANN-DISEASE cells (CMT-13) in culture.	Positive
8308184	1994	The Journal of allergy and clinical immunology	MESH:D012130	respiratory allergic diseases	Food ID:4220	Artemisia vulgaris	The intensity of reaction in the CAP-Phadiatop assay was highly correlated with: (1) an allergy index (p < 0.005), based on skin prick test reactivity to seven relevant inhalant allergens (Dermatophagoides pteronyssinus, mixed grass pollens, cat epithelium, Parietaria judaica, Olea europaea, ANN-FOOD, Alternaria tenuis); (2) the concentration of specific IgE to the same allergens, measured by CAP-RAST (p < 0.001), in both monosensitized and polysensitized subjects; (3) the rate of ANN-DISEASE (p < 0.0001).	Neutral
11982398	2002	Journal of agricultural and food chemistry	MESH:D007239	infection	Food ID:4682	garlic	Therefore, ANN-FOOD was cultured in F. proliferatum-contaminated soil, and the bulbs were screened for ANN-DISEASE with F. proliferatum and for the occurrence of fumonisins by LC-MS.	Neutral
11988854	2002	Planta medica	MESH:D001168	arthritis	Food ID:3311	Ginkgo biloba	Ginkgetin, a biflavone from ANN-FOOD leaves, was previously reported to be a phospholipase A2 inhibitor and this compound showed the potent antiarthritic activity in rat adjuvant-induced ANN-DISEASE as well as analgesic activity.	Positive
11995668	2002	Journal of Asian natural products research	MESH:D007938	leukemia	Food ID:4683	Allium tuberosum	Tuberoside M (1), isolated from the seeds of ANN-FOOD, shows a significant inhibitory effect on the growth of the human promyelocytic ANN-DISEASE cell line (HL-60) with IC50 value of 6.8 microg/ml.	Positive
15826027	2005	Journal of agricultural and food chemistry	MESH:C536652	Spinacia oleracea L	Food ID:78534	Trigonella foenum-graecum L	Leafy vegetables [Basella rubra L., Peucedanum sowa Roxb., Moringa oleifera Lam., ANN-FOOD., ANN-DISEASE., Sesbania grandiflora (L.) Poir., and Raphanus sativus L.] that are commonly used by the rural population in India were evaluated in terms of their main carotenoid pattern.	Neutral
15827557	2005	British journal of cancer	MESH:D009369	cancer	Food ID:4682	garlic	Components of ANN-FOOD (Allium sativum) can cause disruption of microtubules, cell cycle arrest, and apoptosis in ANN-DISEASE cells.	Positive
15827557	2005	British journal of cancer	MESH:D009369	cancer	Food ID:4682	Allium sativum	Components of garlic (ANN-FOOD) can cause disruption of microtubules, cell cycle arrest, and apoptosis in ANN-DISEASE cells.	Positive
15827557	2005	British journal of cancer	MESH:D009369	cancer	Food ID:4682	garlic	We show here that a water-soluble extract of ANN-FOOD arrested MDA-MB-435 ANN-DISEASE cells in mitosis and caused apoptosis.	Positive
19696726	2009	Tropical biomedicine	MESH:D012555	Schistosoma mansoni	Food ID:4682	garlic	The current study was designed to evaluate the prophylactic and therapeutic values of ANN-FOOD treatment against ANN-DISEASE.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with ANN-FOOD before ANN-DISEASE (prophylactic group), (b) treated with garlic after infection (therapeutic group), (c) treated with garlic before and after infection; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with ANN-FOOD before infection (prophylactic group), (b) treated with garlic after ANN-DISEASE (therapeutic group), (c) treated with garlic before and after infection; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with ANN-FOOD before infection (prophylactic group), (b) treated with garlic after infection (therapeutic group), (c) treated with garlic before and after ANN-DISEASE; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with garlic before ANN-DISEASE (prophylactic group), (b) treated with ANN-FOOD after infection (therapeutic group), (c) treated with garlic before and after infection; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with garlic before infection (prophylactic group), (b) treated with ANN-FOOD after ANN-DISEASE (therapeutic group), (c) treated with garlic before and after infection; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with garlic before infection (prophylactic group), (b) treated with ANN-FOOD after infection (therapeutic group), (c) treated with garlic before and after ANN-DISEASE; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with garlic before ANN-DISEASE (prophylactic group), (b) treated with garlic after infection (therapeutic group), (c) treated with ANN-FOOD before and after infection; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with garlic before infection (prophylactic group), (b) treated with garlic after ANN-DISEASE (therapeutic group), (c) treated with ANN-FOOD before and after infection; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D007239	infection	Food ID:4682	garlic	Albino mice were infected with S. mansoni cercariae and were classified into: (a) treated with garlic before infection (prophylactic group), (b) treated with garlic after infection (therapeutic group), (c) treated with ANN-FOOD before and after ANN-DISEASE; (d) infected non-treated (control) group.	Neutral
19696726	2009	Tropical biomedicine	MESH:D019958	tubercular disruption	Food ID:4682	Garlic	ANN-FOOD also resulted in various ultrastructural alterations in the tegument of the surviving worms including ANN-DISEASE, oedema, blebbing, ulcers, and vacuolization of other tegumental structures.	Neutral
19696726	2009	Tropical biomedicine	MESH:D004487	oedema	Food ID:4682	Garlic	ANN-FOOD also resulted in various ultrastructural alterations in the tegument of the surviving worms including tubercular disruption, ANN-DISEASE, blebbing, ulcers, and vacuolization of other tegumental structures.	Neutral
19696726	2009	Tropical biomedicine	MESH:D014456	ulcers	Food ID:4682	Garlic	ANN-FOOD also resulted in various ultrastructural alterations in the tegument of the surviving worms including tubercular disruption, oedema, blebbing, ANN-DISEASE, and vacuolization of other tegumental structures.	Neutral
19696726	2009	Tropical biomedicine	MESH:D012555	schistosomiasis mansoni infection	Food ID:4682	garlic	Our findings suggest that ANN-FOOD is a convenient prophylactic and a promising therapeutic agent for ANN-DISEASE.	Positive
21627076	2011	Journal of agricultural and food chemistry	MESH:D015179	colorectal adenocarcinoma	Food ID:3942	evening primrose	Polyphenols extracted from ANN-FOOD seeds (industrial waste product) were studied as apoptosis inducers in human ANN-DISEASE Caco-2 and HT-29 cell lines and in rat normal intestinal IEC-6 cells.	Neutral
21628214	2009	American journal of botany	MESH:D007247	infertile	Food ID:94328	ginger	The remaining five ANN-DISEASE stamens in these later four families (the ANN-FOOD families) are petaloid, and in Costaceae and Zingiberaceae fuse together to form a novel structure, the labellum.	Neutral
21631360	2011	Journal of medicinal food	MESH:D003866	depression	Food ID:39338	Melissa officinalis	Fifty-five patients with ANN-DISEASE were randomly assigned to receive YTE, YTE plus ANN-FOOD, or placebo for 12 weeks.	Neutral
21631494	2011	Headache	MESH:D008881	migraine	Food ID:94328	ginger	In 2005, an open-label study of feverfew/ANN-FOOD suggested efficacy for attacks of ANN-DISEASE treated early during the mild headache phase of the attack.	Positive
21631494	2011	Headache	MESH:D006261	headache	Food ID:94328	ginger	In 2005, an open-label study of feverfew/ANN-FOOD suggested efficacy for attacks of migraine treated early during the mild ANN-DISEASE phase of the attack.	Positive
21631494	2011	Headache	MESH:D008881	migraine	Food ID:94328	ginger	METHODS ``METHODS/MATERIALS'': In this multi-center pilot study, 60 patients treated 221 attacks of ANN-DISEASE with sublingual feverfew/ANN-FOOD or placebo.	Neutral
21631494	2011	Headache	MESH:D008881	migraine	Food ID:94328	ginger	Subjects were randomized 3:1 to receive either sublingual feverfew/ANN-FOOD or a matching placebo and were instructed but not required to treat with study medication at the earliest recognition of ANN-DISEASE.	Neutral
21631494	2011	Headache	MESH:D008881	migraine	Food ID:94328	ginger	RESULTS: Sixty subjects treated 208 evaluable attacks of ANN-DISEASE over a 1-month period; 45 subjects treated 163 attacks with sublingual feverfew/ANN-FOOD and 15 subjects treated 58 attacks with a sublingual placebo preparation.	Neutral
21631494	2011	Headache	MESH:D008881	migraine	Food ID:94328	ginger	Evaluable diaries were completed for 151 attacks of ANN-DISEASE in the population using feverfew/ANN-FOOD and 57 attacks for those attacks treated with placebo.	Neutral
21631494	2011	Headache	MESH:D010146	pain	Food ID:94328	ginger	At 2 hours, 63% of subjects receiving feverfew/ANN-FOOD found ANN-DISEASE relief (pain-free or mild headache) vs 39% for placebo (P= .002).	Positive
21631494	2011	Headache	MESH:D010146	pain	Food ID:94328	ginger	At 2 hours, 63% of subjects receiving feverfew/ANN-FOOD found pain relief (ANN-DISEASE-free or mild headache) vs 39% for placebo (P= .002).	Positive
21631494	2011	Headache	MESH:D006261	headache	Food ID:94328	ginger	At 2 hours, 63% of subjects receiving feverfew/ANN-FOOD found pain relief (pain-free or mild ANN-DISEASE) vs 39% for placebo (P= .002).	Neutral
21631494	2011	Headache	MESH:D010146	Pain	Food ID:94328	ginger	ANN-DISEASE level differences on a 4-point pain scale for those receiving feverfew/ANN-FOOD vs placebo were -0.24 vs -0.04 respectively (P= .006).	Neutral
21631494	2011	Headache	MESH:D010146	pain	Food ID:94328	ginger	Pain level differences on a 4-point ANN-DISEASE scale for those receiving feverfew/ANN-FOOD vs placebo were -0.24 vs -0.04 respectively (P= .006).	Neutral
21631494	2011	Headache	MESH:D006987	numbness	Food ID:94328	ginger	Feverfew/ANN-FOOD was generally well tolerated with oral ANN-DISEASE and nausea being the most frequently occurring adverse event.	Neutral
21631494	2011	Headache	MESH:D009325	nausea	Food ID:94328	ginger	Feverfew/ANN-FOOD was generally well tolerated with oral numbness and ANN-DISEASE being the most frequently occurring adverse event.	Neutral
21631494	2011	Headache	MESH:D008881	migraineurs	Food ID:94328	ginger	CONCLUSIONS ``CONCLUSION'': Sublingual feverfew/ANN-FOOD appears safe and effective as a first-line abortive treatment for a population of ANN-DISEASE who frequently experience mild headache prior to the onset of moderate to severe headache.	Positive
21631494	2011	Headache	MESH:D006261	headache	Food ID:94328	ginger	CONCLUSIONS ``CONCLUSION'': Sublingual feverfew/ANN-FOOD appears safe and effective as a first-line abortive treatment for a population of migraineurs who frequently experience mild ANN-DISEASE prior to the onset of moderate to severe headache.	Positive
21631494	2011	Headache	MESH:D006261	headache	Food ID:94328	ginger	CONCLUSIONS ``CONCLUSION'': Sublingual feverfew/ANN-FOOD appears safe and effective as a first-line abortive treatment for a population of migraineurs who frequently experience mild headache prior to the onset of moderate to severe ANN-DISEASE.	Neutral
21636017	2011	Nutrition research (New York, N.Y.)	MESH:D009765	obese	Food ID:4682	garlic	This study examined the bioactivity of yeast (Saccharomyces cerevisiae)-fermented aged black ANN-FOOD (FBG) on ANN-DISEASE mice supplied a high-fat diet (HFD) and its in vitro antioxidant activity.	Neutral
21636376	2007	American journal of botany	MESH:D007239	infection	Food ID:4682	garlic	Effects of ANN-DISEASE on plant growth, as well as both plant and fungal responses to drought and light conditions, were examined on greenhouse-grown, first-year ANN-FOOD mustard plants.	Neutral
21636376	2007	American journal of botany	MESH:D012640	fitness	Food ID:4682	garlic	Consistent reductions in survival, growth, and ANN-DISEASE caused by fungal infection may reduce populations of ANN-FOOD mustard.	Neutral
21636376	2007	American journal of botany	MESH:D009181	fungal infection	Food ID:4682	garlic	Consistent reductions in survival, growth, and fitness caused by ANN-DISEASE may reduce populations of ANN-FOOD mustard.	Neutral
23594314	2013	Natural product research	MESH:D064420	toxicity	Food ID:39367	Rosmarinus officinalis	The ingestion ANN-DISEASE of three Lamiaceae essential oils (EOs) - Hyptis suaveolens, ANN-FOOD and Lavandula angustifolia - incorporated in protein baits was evaluated against Bactrocera oleae, a worldwide pest of olive fruits.	Neutral
23594314	2013	Natural product research	MESH:D064420	toxicity	Food ID:39329	Lavandula angustifolia	The ingestion ANN-DISEASE of three Lamiaceae essential oils (EOs) - Hyptis suaveolens, Rosmarinus officinalis and ANN-FOOD - incorporated in protein baits was evaluated against Bactrocera oleae, a worldwide pest of olive fruits.	Neutral
23594314	2013	Natural product research	MESH:D064420	toxicity	Food ID:39329	Lavandula angustifolia	Semi-field results highlighted the ANN-DISEASE of ANN-FOOD and H. suaveolens EOs, which exerted more than 60% of flies mortality at a concentration of 1.75% (w:v).	Neutral
23596562	2013	SpringerPlus	MESH:D064420	toxicity	Food ID:3311	Ginkgo biloba	ANN-FOOD was well tolerated, with no difference in ANN-DISEASE during ginkgo biloba.	Neutral
23596562	2013	SpringerPlus	MESH:D064420	toxicity	Food ID:3311	ginkgo biloba	Ginkgo biloba was well tolerated, with no difference in ANN-DISEASE during ANN-FOOD.	Neutral
23596562	2013	SpringerPlus	MESH:D064420	toxicity	Food ID:3311	ginkgo biloba	There was no difference in the ANN-DISEASE profile of hormone therapy with ANN-FOOD use in women with early stage breast cancer.	Neutral
23596562	2013	SpringerPlus	MESH:D001943	breast cancer	Food ID:3311	ginkgo biloba	There was no difference in the toxicity profile of hormone therapy with ANN-FOOD use in women with early stage ANN-DISEASE.	Neutral
23613028	2013	Experimental & applied acarology	MESH:D011658	richness	Food ID:4682	garlic	This paper aims at evaluation of the effects of ANN-FOOD farming practices on phenology, ANN-DISEASE, abundance, composition and diversity of soil-dwelling Cunaxidae.	Neutral
25518556	2013	Izvestiia Akademii nauk. Seriia biologicheskaia	MESH:D010300	Steller's sculpin Myoxocephalus stelleri	Food ID:82528	saffron	The fine and ultrafine structure of the capsules surrounding the acanthocephalan Corynosoma strumosum in natural paratenic hosts of three species--the whitespotted greenling Hexagrammos stelleri, ANN-DISEASE, and the ANN-FOOD cod Eleginus gracilis--was studied.	Neutral
25518556	2013	Izvestiia Akademii nauk. Seriia biologicheskaia	MESH:D007960	leukocytic	Food ID:82528	saffron	Three types of capsules differing in the ratio of fibroblasts and inflammatory cells have been identified: fibroblastic (in Japanese smelt, rainbow smelt, and ANN-FOOD cod), intermediate (in whitespotted greenling), and ANN-DISEASE (in Steller's sculpin and the yellowfin sole).	Neutral
25520098	2014	Asian Pacific journal of cancer prevention : APJCP	MESH:D011471	prostate cancer	Food ID:4682	garlic	However, no study has been found on modifiable risk factors, with the exception of one in vitro experiment that showed the inhibitory effect of ANN-FOOD on the growth of ANN-DISEASE cells.	Positive
25523417	2015	Molecular medicine reports	MESH:D009369	tumor	Food ID:4682	garlic	Recent research, including clinical experiments, has shown that ANN-FOOD has anticancer and ANN-DISEASE suppressive effects.	Positive
25523922	2014	BMC microbiology	MESH:D004194	diseases	Food ID:136217	turmeric	BACKGROUND: Curcumin (CUR), an active polyphenol derived from the spice ANN-FOOD, has been traditionally used for centuries in ancient Indian medicine to treat a number of ANN-DISEASE.	Positive
25525386	2014	Integrated blood pressure control	MESH:D006973	hypertension	Food ID:4682	Garlic	ANN-FOOD supplements have shown promise in the treatment of uncontrolled ANN-DISEASE, lowering blood pressure (BP) by about 10 mmHg systolic and 8 mmHg diastolic, similar to standard BP medication.	Positive
25525386	2014	Integrated blood pressure control	MESH:D006973	hypertension	Food ID:4682	garlic	Sulfur deficiency might play a part in the etiology of ANN-DISEASE, and could be alleviated with supplementation of organosulfur compounds derived from ANN-FOOD.	Positive
25526714	2015	Inflammation	MESH:D055371	acute lung injury	Food ID:136217	turmeric	Curcumin (diferuloylmethane), a major component of ANN-FOOD, exhibits protection against LPS-induced ANN-DISEASE (ALI).	Positive
25531033	2015	Journal of medicinal food	MESH:D008108	alcoholic liver disease	Food ID:357850	Angelica keiskei	Previous studies reported that the extracts of ANN-FOOD Koidzumi (AKE) have antioxidant and anti-inflammatory properties, suggesting that AKE could improve abnormalities associated with ANN-DISEASE.	Positive
25536877	2015	Applied biochemistry and biotechnology	MESH:D003920	diabetic	Food ID:397098	Cinnamomum tamala	The present investigation was undertaken to analyze the ethanolic extracts of leaves of ANN-FOOD and Aloe vera for their anti-ANN-DISEASE and insulinomimitic effect by determining the levels of blood sugar, glycosylated hemoglobin, and serum lipid profile (total cholesterol, triglycerides, high density lipoprotein (HDL), and low density lipoprotein (LDL)) after daily administration of each alone and in combined at 250 mg/kg in alloxan (ALX)-induced diabetic rats.	Neutral
25536877	2015	Applied biochemistry and biotechnology	MESH:D003920	diabetic	Food ID:397098	Cinnamomum tamala	The present investigation was undertaken to analyze the ethanolic extracts of leaves of ANN-FOOD and Aloe vera for their anti-diabetic and insulinomimitic effect by determining the levels of blood sugar, glycosylated hemoglobin, and serum lipid profile (total cholesterol, triglycerides, high density lipoprotein (HDL), and low density lipoprotein (LDL)) after daily administration of each alone and in combined at 250 mg/kg in alloxan (ALX)-induced ANN-DISEASE rats.	Neutral
25536877	2015	Applied biochemistry and biotechnology	MESH:D003920	diabetes mellitus	Food ID:397098	Cinnamomum tamala	This study reveals that ethanolic extracts of ANN-FOOD and A. vera have potent therapeutic efficacy and prospect for the development of phytomedicine for ANN-DISEASE.	Positive
25538775	2014	Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences	MESH:D003920	diabetic	Food ID:298661	sumac	The aim of this study was to determine the effect of ANN-FOOD (Rhus coriaria L.) powder on insulin resistance (IR), malondialdehyde (MDA), high sensitive C-reactive protein (hs-CRP), and paraoxonase 1 (PON1) activity in type 2 ANN-DISEASE patients.	Neutral
25538775	2014	Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences	MESH:D003920	diabetic	Food ID:298661	Rhus coriaria	The aim of this study was to determine the effect of sumac (ANN-FOOD L.) powder on insulin resistance (IR), malondialdehyde (MDA), high sensitive C-reactive protein (hs-CRP), and paraoxonase 1 (PON1) activity in type 2 ANN-DISEASE patients.	Neutral
25538775	2014	Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences	MESH:D003920	diabetic	Food ID:298661	sumac	CONCLUSIONS ``CONCLUSION'': We concluded that daily intake of 3 g ANN-FOOD for 3 months may be beneficial for ANN-DISEASE patients to make them less susceptible to cardiovascular disease.	Positive
25538775	2014	Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences	MESH:D002318	cardiovascular disease	Food ID:298661	sumac	CONCLUSIONS ``CONCLUSION'': We concluded that daily intake of 3 g ANN-FOOD for 3 months may be beneficial for diabetic patients to make them less susceptible to ANN-DISEASE.	Positive
25542408	2015	Journal of evidence-based complementary & alternative medicine	MESH:D005909	glioblastoma	Food ID:94328	ginger	We have investigated the anticancer potential and the mechanism of action of a supercritical CO2 extract of mango ANN-FOOD (CA) in the U-87MG human ANN-DISEASE cell line.	Neutral
25542408	2015	Journal of evidence-based complementary & alternative medicine	MESH:D064420	cytotoxicity	Food ID:136217	turmeric	CA demonstrated higher ANN-DISEASE than temozolomide, etoposide, curcumin, and ANN-FOOD force with IC50, IC75, and IC90 values of 4.92 mg/mL, 12.87 mg/mL, and 21.30 mg/mL, respectively.	Neutral
27428978	2016	Sensors (Basel, Switzerland)	MESH:D007239	infection	Food ID:4682	garlic	Spectra were collected on 95 ANN-FOOD cloves, divided in five classes of ANN-DISEASE (from 1-healthy to 5-very highly infected) in the range of fungal concentration 0.34-7231.15 ppb.	Neutral
27428978	2016	Sensors (Basel, Switzerland)	MESH:D007239	infection	Food ID:219868	cloves	Spectra were collected on 95 garlic ANN-FOOD, divided in five classes of ANN-DISEASE (from 1-healthy to 5-very highly infected) in the range of fungal concentration 0.34-7231.15 ppb.	Neutral
27428978	2016	Sensors (Basel, Switzerland)	MESH:D007239	infection	Food ID:4682	garlic	The results showed that NIRS could be used as a reliable tool to directly detect and quantify F. proliferatum ANN-DISEASE in peeled intact ANN-FOOD cloves, but the presence of the external peel strongly affected the prediction reliability.	Neutral
27428978	2016	Sensors (Basel, Switzerland)	MESH:D007239	infection	Food ID:219868	cloves	The results showed that NIRS could be used as a reliable tool to directly detect and quantify F. proliferatum ANN-DISEASE in peeled intact garlic ANN-FOOD, but the presence of the external peel strongly affected the prediction reliability.	Neutral
27453695	2015	Comprehensive reviews in food science and food safety	MESH:D005767	gastrointestinal health	Food ID:63459	quinoa	Furthermore, 4 clinical studies have demonstrated that ANN-FOOD supplementation exerts significant, positive effects on metabolic, cardiovascular, and ANN-DISEASE in humans.	Positive
27757270	2016	Journal of intercultural ethnopharmacology	MESH:D009765	obesity	Food ID:39350	Ocimum basilicum	OBJECTIVE ``AIM'': To evaluate the phenolics composition and inhibitory effect of the leaves extracts of ANN-FOOD and Ocimum gratissimum on two key enzymes (pancreatic lipase [PL] and angiotensin 1-converting enzyme [ACE]) involved in ANN-DISEASE and hypertension in vitro.	Neutral
27757270	2016	Journal of intercultural ethnopharmacology	MESH:D006973	hypertension	Food ID:39350	Ocimum basilicum	OBJECTIVE ``AIM'': To evaluate the phenolics composition and inhibitory effect of the leaves extracts of ANN-FOOD and Ocimum gratissimum on two key enzymes (pancreatic lipase [PL] and angiotensin 1-converting enzyme [ACE]) involved in obesity and ANN-DISEASE in vitro.	Neutral
27757270	2016	Journal of intercultural ethnopharmacology	MESH:D009765	obesity	Food ID:39350	Ocimum basilicum	CONCLUSIONS ``CONCLUSION'': ANN-FOOD and O. gratissimum leaves could be used as functional foods for the management of ANN-DISEASE and obesity-related hypertension.	Positive
27757270	2016	Journal of intercultural ethnopharmacology	MESH:D009765	obesity	Food ID:39350	Ocimum basilicum	CONCLUSIONS ``CONCLUSION'': ANN-FOOD and O. gratissimum leaves could be used as functional foods for the management of obesity and ANN-DISEASE-related hypertension.	Positive
27757270	2016	Journal of intercultural ethnopharmacology	MESH:D006973	hypertension	Food ID:39350	Ocimum basilicum	CONCLUSIONS ``CONCLUSION'': ANN-FOOD and O. gratissimum leaves could be used as functional foods for the management of obesity and obesity-related ANN-DISEASE.	Positive
27785084	2016	Clinical, cosmetic and investigational dermatology	MESH:D011537	pruritus	Food ID:34256	peppermint	OBJECTIVE ``AIM'': The aim of this study was to assess the efficacy of topically applied ANN-FOOD oil in the treatment of chronic ANN-DISEASE.	Neutral
27785084	2016	Clinical, cosmetic and investigational dermatology	MESH:D011537	pruritus	Food ID:34256	peppermint	Group I patients were instructed to hydrate the skin and then apply topical ANN-FOOD oil, while Group II patients applied petrolatum topically by hand; this application was done on the areas of ANN-DISEASE, twice daily for 2 weeks.	Neutral
27785084	2016	Clinical, cosmetic and investigational dermatology	MESH:D011537	chronic pruritus	Food ID:34256	peppermint	CONCLUSIONS ``CONCLUSION'': The topical treatment of ANN-DISEASE with ANN-FOOD oil is effective, easy to use, safe, cheap, and more acceptable for those whose topical and systemic treatments tend to be irritating, contraindicated, or less well tolerated.	Neutral
27744281	2016	Journal of economic entomology	MESH:D064420	toxicity	Food ID:157519	wintergreen	Results showed that ANN-FOOD oil exhibited optimal contact and fumigant ANN-DISEASE but had no significant repellent activity against P. fuscipes.	Negative
27744281	2016	Journal of economic entomology	MESH:D064420	toxicity	Food ID:157519	wintergreen	The LC50 values of fumigant ANN-DISEASE of ANN-FOOD oil were 2.680 and 1.591 uL/L air after 1 and 8 h of exposure, respectively.	Neutral
